"sno","sna","tot","sbi","sarea","mday","lat","lng","ar","sareaen","snaen","aren","bemp","act"
"1305","民安東民全街口","36","17","新莊區","20171124175921","25.020774","121.429556","新莊區民安東路48號前人行道","Xinzhuang Dist.","Min’an E.& Minquan Intersection","No.48 Min’an E. Rd., Xinzhuang Dist.","19","1"
"1306","中興北街175巷口","32","22","三重區","20171124175924","25.055970","121.471327","三重區中興北街175巷10號對面(路側)","Sanchong Dist.","Zhongxing N. St. 175 Ln","No.10, Ln. 175,Zhongxing N. St., Sanchong Dist.","9","1"
"1307","仁愛路151巷口","44","13","汐止區","20171124175931","25.064819","121.663885","汐止區仁愛路153號門口(路側)","Xizhi Dist.","Ren Ai Rd 151 Ln","No.153, Ren’ai Rd., Xizhi Dist.","31","1"
"1308","五股工商立體停車場","40","12","五股區","20171124175927","25.082494","121.439555","五股區中興路四段19-1號(對面人行道)","Wugu Dist.","Wugu Gongshang Parking Towe","No.19-1, Sec. 4, Zhongxing Rd., Wugu Dist(oppsite)","28","1"
"1309","沛陂社區公園","34","9","土城區","20171124175938","24.963289","121.419672","土城區三民路23巷8弄(公園裡面)","Tucheng Dist.","Peipo Community Park","Aly. 8, Ln. 23, Sanmin Rd., Tucheng Dist","25","1"
"1310","佳和公園","34","19","中和區","20171124175926","25.006927","121.503171","中和區中山路二段2巷27號(對面公園)","Zhonghe Dist.","Chiahe Park","No.27, Ln. 2, Sec. 2, Zhongshan Rd., Zhonghe Dist(oppsite)","15","1"
"1311","溪頭公園","40","22","板橋區","20171124175921","25.033086","121.468403","板橋區溪頭街352號前面人行道","Banqiao Dist.","Xitou Park","No.352, Xitou St., Banqiao Dist.","18","1"
"1312","龍鳳公園","40","2","新莊區","20171124175936","25.021447","121.416497","新莊區龍安路72號對面(公園人行道)","Xinzhuang Dist.","Longfeng Park","No.72, Long’an Rd., Xinzhuang Dist.(oppsite)","36","1"
"1313","伊吉邦社區","46","14","新莊區","20171124175931","25.030186","121.413402","新莊區新北大道7段312號(人行道)","Xinzhuang Dist.","Yijibang","No.312, Sec. 7, New Taipei Blvd., Xinzhuang Dist","32","1"
"1314","三多第1市民活動中心","34","2","樹林區","20171124175936","25.016361","121.404257","樹林區福興街17號(活動中心前機車格)","Shulin Dist.","First of Sanduo Civil Activity Center","No.17, Fuxing St., Shulin Dist","30","1"
"1315","新北高工","44","17","土城區","20171124175936","24.982770","121.449900","新北市土城區學府路一段241號","Tucheng Dist.","New Taipei Industrial Vocational High School","No.241, Sec. 1, Xuefu Rd., Tucheng Dist","26","1"
"1316","瑞芳火車站","44","23","瑞芳區","20171124175925","25.108506","121.806460","民權路鐵道巷14號(東側機車停車場)","Ruifang Dist.","Ruifang Train Station","No.14, Railway Ln., Minquan St., Ruifang Dist.","17","1"
"1317","長風社區","36","9","土城區","20171124175940","24.978108","121.439369","土城區中華路二段91~95號(人行道)","Tucheng Dist.","Changfeng Community","No.91~95, Sec. 2, Zhonghua Rd., Tucheng Dist","25","1"
"1318","永和國民運動中心","40","9","永和區","20171124175940","25.003555","121.524246","永和區永利路141號(對面人行道)","Yonghe Dist.","Yonghe Civil Sports Center","No.141, Yongli Rd., Yonghe Dist(oppsite)","27","1"
"1319","民樂人行廣場","36","11","中和區","20171124175939","25.001834","121.482594","中和區員山路266巷39號(對面路側)","Zhonghe Dist.","Minle Jenhsing Square","No.39, Ln. 266, Yuanshan Rd., Zhonghe Dist.","23","1"
"1320","民生親子公園","30","2","樹林區","20171124175944","24.992983","121.428196","新北市樹林區保安街一段/保安街一段14巷","Shulin Dist.","Minsheng Parent-child Park","No.1, Ln. 14, Sec. 1, Bao’an St., Shulin Dist","28","1"
"1321","樹林工業區","38","5","樹林區","20171124175920","25.000868","121.416091","樹林區保安街二段6號(前面廣場)","Shulin Dist.","Shulin industrial zone","No.6, Sec. 2, Bao’an St., Shulin Dist.(square)","33","1"
"1322","防災公園","36","25","三峽區","20171124175919","24.938911","121.373676","新北市三峽區國光街85號","Sanxia Dist.","Fangzai Park","No.85, Guoguang St., Sanxia Dist","10","1"
"1323","尖山國中","32","11","鶯歌區","20171124175928","24.944300","121.342089","鶯歌區國中街1號(人行道)","Yingge Dist.","Municipal Jianshan Junior High School","No.1, Guozhong St., Yingge Dist(sidewalk)","21","1"
"1324","新北市立圖書館新店分館","36","15","新店區","20171124175918","24.982138","121.540903","新店區北新路三段105巷2號(路側)","Xindian Dist.","New Taipei City Library Xindian Branch","No.2, Ln. 105, Sec. 3, Beixin Rd., Xindian Dist.","20","1"
"1325","浮洲火車站","48","38","板橋區","20171124175941","25.004098","121.444447","板橋區僑中二街/大觀路一段38巷(自行車停放區內)","Banqiao Dist.","Fuzhou Train Station","No.90, Ln. 38, Sec. 1, Daguan Rd./Qiaozhong 2nd St., Banqiao Dist.","10","1"
"1326","捷運海山站(1號出口)","80","54","土城區","20171124175921","24.984695","121.448504","土城區海山路(捷運海山站1號出口人行道)","Tucheng Dist.","MRT Haishan","Haishan Rd., Tucheng Dist.(MRT Haishan 1)","23","1"
"1327","深坑區公所(深坑老街)","50","16","深坑區","20171124175939","25.0015","121.616311","新北市深坑區文化街45號(兒童公園旁)","shenkeng Dist.","Shenkeng District Office(Shenkeng Old Street)","No.45, Wenhua St., Shenkeng Dist(park)","33","1"
"1328","東南科技大學","34","9","深坑區","20171124175947","25.0033","121.602501","深坑區北深路三段170號(對面機車格)","shenkeng Dist.","Tungnan University","No.170, Sec. 3, Beishen Rd., Shenkeng Dist","25","1"
"1329","德光國光街口","34","20","中和區","20171124175946","25.003136","121.468087","中和區德光國光街口(巷子路側)","Zhonghe Dist.","Tekuang & Kuokuang Intersection","Deguang Rd., Zhonghe Dist./Guoguang St.","12","1"
"1330","瑞芳區公所","30","9","瑞芳區","20171124175930","25.108472","121.809735","逢甲路82號(對面機車停車場)","Ruifang Dist.","Ruifang District Office","No.82, Fengjia Rd., Ruifang Dist.","20","1"
"1331","永和國父紀念館","30","28","永和區","20171124175933","25.008390","121.520234","永和區國光路9號(前人行道)","Yonghe Dist.","Yonghe-Sun Yat-Sen Memorial Hall","No.9, Guoguang Rd., Yonghe Dist.","1","1"
"1332","台北得意GO","30","15","五股區","20171124175931","25.074424","121.467852","五股區四維路116號(人行道)","Wugu Dist.","Taipei Deyi GO","No. 116, Siwei Rd., Wugu Dist.","15","1"
"1333","大觀國中","40","8","板橋區","20171124175940","25.011210","121.447237","板橋區僑中二街8巷(對面人行道)","Banqiao Dist.","Daguan Junior High School","Ln. 8, Qiaozhong 2nd St., Banqiao Dist.(oppsite)","29","1"
"1334","太陽公園","32","10","三重區","20171124175917","25.086448","121.485599","三重區三賢街203號(對面汽車格)","Sanchong Dist.","Taiyang Park","No.203, Sanxian St., Sanchong Dist","20","1"
"1335","三重五常公園","28","6","三重區","20171124175915","25.080648","121.496149","三重區五華街7巷(對面公園人行道)","Sanchong Dist.","Wuchang Park(Sanchong Dist)","Ln. 7, Wuhua St., Sanchong Dist","21","1"
"1336","三德公園","36","11","三重區","20171124175939","25.074974","121.500542","三重區仁和街205號(斜對面公園人行道)","Sanchong Dist.","Sante Park","No.205, Renhe St., Sanchong Dist","24","1"
"1337","力行大勇街口","30","10","三重區","20171124175924","25.071928","121.481508","三重區力行路/大勇街口(路側)","Sanchong Dist.","Lixing & Tayung Intersection","Sec. 1, Lixing Rd., Sanchong Dist.,/,Dayong St., Sanchong Dist.(oppsite)","20","1"
"1338","蘆洲延平派出所","36","17","蘆洲區","20171124175924","25.081620","121.461620","蘆洲區長安街102巷5弄12號(對面)","Luzhou Dist.","Luzhou Yanping Police Station","No.12, Aly. 5, Ln. 102, Chang’an St., Luzhou Dist.","18","1"
"1339","永安南路九芎街71巷口","36","17","蘆洲區","20171124175936","25.077564","121.466071","蘆洲區永安南路/九芎街71巷口(對面人行道)","Luzhou Dist.","Yong' an S. Rd. & Ln. 71, Jiuqiong St Intersection","No.1, Sec. 2, Yong’an S. Rd., Luzhou Dist/No.1, Ln. 71, Jiuqiong St.","17","1"
"1340","福和宮","50","29","中和區","20171124175929","25.001110","121.501991","中和區廣福路112號(人行道)","Zhonghe Dist.","Fuhe Temple","No.112, Guangfu Rd., Zhonghe Dist","21","1"
"1341","飛駝社區(興南路)","42","25","中和區","20171124175942","24.983471","121.504826","中和區興南路二段159巷4號(人行道)","Zhonghe Dist.","Feito Community(Xingnan Rd.)","No.4, Ln. 159, Sec. 2, Xingnan Rd., Zhonghe Dist(sidewalk)","17","1"
"1342","保平路214巷","30","2","永和區","20171124175936","25.007010","121.509208","永和區保平路214巷12弄12號(對面路側)","Yonghe Dist.","Baoping Ln 214","No.12, Aly. 12, Ln. 214, Baoping Rd., Yonghe Dist.","28","1"
"1343","汐科火車站(南)","48","11","汐止區","20171124175920","25.062884","121.646597","汐止區大同路二段182號(人行道)","Xizhi Dist.","Xike Railway Station(South)","No.182, Sec. 2, Datong Rd., Xizhi Dist.","36","1"
"1344","樹林國小","34","24","樹林區","20171124175936","24.989103","121.418296","樹林區啟智街/文化街口(啟智街129號)","Shulin Dist.","Shulin elementary school","Wenhua St./Qizhi St., Shulin Dist., New Taipei City","9","1"
"1345","永吉國小","36","29","鶯歌區","20171124175920","24.958747","121.333095","鶯歌區德昌二街39號(對面人行道)","Yingge Dist.","Yongchi elementary school","No.39, Dechang 2nd St., Yingge Dist.","7","1"
"1346","中園國小","36","16","三峽區","20171124175932","24.927551","121.366919","三峽區弘園街55號(對面人行道)","Sanxia Dist.","Zhongyuan elementary school","No.55, Hongyuan St., Sanxia Dist","19","1"
"1347","介壽國小","30","10","三峽區","20171124175937","24.930341","121.378835","三峽區介壽路一段/大同路口(人行道)","Sanxia Dist.","Jieshou elementary school","No.1, Sec. 1, Jieshou Rd., Sanxia Dist./ Datong Rd.","20","1"
"1348","安溪國中","32","4","三峽區","20171124175931","24.926790","121.371957","三峽區中正路一段/大同路(人行道路橋旁)","Sanxia Dist.","Ansi Junior High School","Zhongzheng Road Section / Datong Road (next to the sidewalk)","28","1"
"1349","龍埔國小","38","7","三峽區","20171124175940","24.941224","121.376763","三峽區大學路47號(對面人行道)","Sanxia Dist.","Longpu elementary school","No.47, Daxue Rd., Sanxia Dist.","31","1"
"1350","大安路與中山路二段口","34","20","樹林區","20171124175933","24.983043","121.411318","樹林區大安路622號(前人行道)","Shulin Dist.","Daan & Sec.2 Zhongshan Intersection","No. 622, Daan Rd., Shulin Dist.","14","1"
"1351","樹林區公所","40","22","樹林區","20171124175925","24.989760","121.424780","樹林區博愛街198-1~198-5號(對面人行道)","Shulin Dist.","Shulin District Office","No.198-1~198-5, Bo’ai St., Shulin Dist.","17","1"
"1352","蘆洲重陽大樓","30","13","蘆洲區","20171124175936","25.085055","121.481887","重陽二街22號(對面人行道)","Luzhou Dist.","Luzhou Chongyang Building","No.22, Chongyang 2nd St., Luzhou Dist.","7","1"
"1353","埔墘國小","34","15","板橋區","20171124175943","25.019078","121.473724","新北市板橋區永豐街44號","Banqiao Dist.","Puqian Elementary School","No.44, Yongfeng St., Banqiao Dist","18","1"
"1354","圓通錦和路口","46","11","中和區","20171124175918","24.989236","121.491482","中和區圓通路367巷路側(46-52停車格)","Zhonghe Dist.","Yuantong & Jinhe Intersection","Ln. 367, Yuantong Rd., Zhonghe Dist.","34","1"
"1355","下庄市場","30","15","八里區","20171124175937","25.146498","121.399748","舊城路19號前","Bali Dist.","Shia Juang Market","No.19, Jiucheng Rd., Bali Dist","14","1"
"1356","亞洲員安路口","34","14","土城區","20171124175932","24.972621","121.434796","亞洲路94號(對面人行道)","Tucheng Dist.","Yazhou & Yuan'an Rd.","No. 94, Yazhou Rd., Tucheng Dist.","20","1"
"1357","大安路307巷口","32","10","樹林區","20171124175920","24.992158","121.417726","樹林區大安路307巷口","Shulin Dist.","Ln. 307 Daan & Daan Intersection","Ln. 307 Daan & Daan Intersection, Shulin Dist.","22","1"
"1358","漁人碼頭","50","29","淡水區","20171124175936","25.183869","121.411178","觀海路199號(右側人行廣場)","Tamsui Dist.","Fisherman's Wharf","No. 199, Guanhai Rd., Tamsui Dist.","21","1"
"1359","味王街","30","13","樹林區","20171124175938","24.974674","121.404424","味王街3號(馬路側)","Shulin Dist.","St. Weiwang","No. 3, Weiwang Street, Shulin Dist.","17","1"
"1360","福基公園","32","3","新莊區","20171124175940","25.058100","121.460892","福美街128巷12號","Xinzhuang Dist.","Zhenyi Village Park","No.12, Ln. 128, Fumei St., Xinzhuang Dist.","29","1"
"1361","振義里公園","30","11","板橋區","20171124175930","25.023888","121.483965","萬安街55號(對面機車停車格)","Banqiao Dist.","Zhenyi Village Park","No. 55, Wanan Street, Banqiao Dist.","17","1"
"1362","安溪國小","36","7","三峽區","20171124175917","24.930621","121.372344","中華路61號(對面路側)","Sanxia Dist.","Anxi Elementary School","No.61, Zhonghua Rd., Sanxia Dist.","28","1"
"1363","中和安和路口","34","0","中和區","20171124175933","24.999667","121.506022","中和路與安和路口","Zhonghe Dist.","Zhonghe & Anhoe Rd.","Zhonghe Rd./Anhe Rd., Zhonghe Dist.","33","1"
"1364","元氣大鎮社區","30","11","中和區","20171124175919","25.005718","121.478997","中山路三段與台新街口","Zhonghe Dist.","Uanchi Big Town Commun","Sec. 3, Zhongshan Rd./Taixin St., Zhonghe Dist.","19","1"
"1365","員勝公園","40","27","中和區","20171124175926","25.010284","121.478686","員山路591號(巷內)","Zhonghe Dist.","Yuansheng Park","No.591, Yuanshan Rd., Zhonghe Dist.","13","1"
"1366","永和自由街","32","19","永和區","20171124175943","25.005200","121.513339","永和區 自由街69號(路側)","Yonghe Dist.","Yongle Village ( zihyou St. )","Ziyou St., Yonghe Dist.(oppsite)","12","1"
"1367","安樂宜安路口","36","8","中和區","20171124175942","24.995273","121.513506","中和區安樂路101之1號","Zhonghe Dist.","Anle & Yian Rd. Intersection","No.1, Anle Rd., Zhonghe Dist.","26","1"
"1368","昌隆國小","36","19","新莊區","20171124175933","25.052129","121.454891","昌平街/昌平街31巷(對面昌隆國小人行道)","Xinzhuang Dist.","Changlong Elementary School","Changping Street / Changping Street 31 Lane (opposite the Changlong Primary School sidewalk)","16","1"
"1369","捷運新莊副都心站","46","37","新莊區","20171124175940","25.059145","121.446614","新莊區新北大道四段/中信街口(捷運副都心站2號出口)","Xinzhuang Dist.","MRT Xinzhuang Fuduxin Sta.","Sec. 4, New Taipei Blvd./Zhongxin St., Xinzhuang Dist.","9","1"
"1370","捷運泰山站","34","6","泰山區","20171124175917","25.053127","121.439683","新北大道四段389號(捷運泰山站內廣場)","Taishan Dist.","MRT Taishan Sta.","No.389, Sec. 4, New Taipei Blvd., Taishan Dist.","25","1"
"1371","八里中庄市場綜合大樓","36","15","八里區","20171124175928","25.159934","121.414074","中山路一段268巷2號(對面汽車停車場)","Bali Dist.","Bali Chung Chuang Market Multi-Purpose Building","No. 2, Ln. 268, Sec. 1, Zhongshan Rd., Bali Dist.","19","1"
"1372","江翠國中","30","3","板橋區","20171124175924","25.027987","121.468512","板橋區松江街63號(對面路側)","Banqiao Dist.","Jiangcui Junior High School","No.63, Songjiang Street, Banqiao District (opposite to the road side)","27","1"
"1373","捷運新北產業園區站","44","22","新莊區","20171124175929","25.062029","121.459184","新莊區五工路55號","Xinzhuang Dist.","MRT New Taipei Industrial Park Sta.","No.55, Wugong Rd., Xinzhuang Dist.","21","1"
"1374","捷運泰山貴和站","36","19","泰山區","20171124175932","25.033192","121.422215","泰山區新北大道6段/貴陽街(貴陽街12號對面捷運站)","Taishan Dist.","MRT Taishan Guihe Sta.","Sec. 6, New Taipei Blvd./No.12, Guiyang St., Taishan Dist.","17","1"
"1375","龍形停車場","40","14","八里區","20171124175916","25.130410","121.451302","龍米路一段318號(對面停車場)","Bali Dist.","Long Xing Parking Tower","No. 318, Sec 1, Longmi Rd., Bali Dist.","25","1"
"1376","捷運紅樹林站","58","13","淡水區","20171124175940","25.153578","121.459124","淡水區中正東路2段68號(南向廣場)","Tamsui Dist.","MRT Hongshulin Sta.","No.68, Sec. 2, Zhongzheng E Rd., Tamsui Dist.","45","1"
"1377","大庄一號公園","28","5","淡水區","20171124175942","25.181957","121.422185","沙崙路97號對面人行道(大庄一號公園)","Tamsui Dist.","Dachuang Park No.1","No. 97, Shalun Rd., Tamsui Dist.","20","1"
"1378","三井Outlet","50","11","林口區","20171124175938","25.071574","121.366303","林口區文化二路一段241巷(三井Outlet北邊出口）","Linkou Dist.","MITSUI OUTLET PARK","Ln. 241, Sec. 1, Wenhua 2nd Rd., Linkou Dist.","37","1"
"1379","貿商國宅","40","13","五股區","20171124175943","25.069463","121.43031","登林路76-3號(前人行道)","Wugu Dist.","Mao Shang Public Housing","No.76-3, Denglin Rd., Wugu Dist.","26","1"
"1380","中正北路193巷(愛買三重店)","42","9","三重區","20171124175933","25.071362","121.475985","中正北路193巷45號(賣場停車場)","Sanchong Dist.","Ln. 193, Zhongzheng N. Rd(A.Mart Sanchong)","No.45, Ln. 193, Zhongzheng N. Rd., Sanchong Dist.","33","1"
"1381","翔譽雙子星","36","4","三重區","20171124175941","25.053638","121.492924","中正南路251號(右側人行道)","Sanchong Dist.","Xiang Yu Twin Towers","No.251, Zhongzheng S. Rd., Sanchong Dist.","32","1"
"1382","明志科技大學","50","2","泰山區","20171124175929","25.040434","121.422548","工專路84號對面人行道","Taishan Dist.","Ming Chi University Of Technology","No.84, Gongzhuan Rd., Taishan Dist.","46","1"
"1383","三民高中(民權路)","36","10","蘆洲區","20171124175943","25.088024","121.473928","民權路100號(對面人行道)","Luzhou Dist.","Sanmin Senior High School(Minquan Rd.)","No.100, Minquan Rd., Luzhou Dist.","25","1"
"1384","環河福德南路口","32","11","三重區","20171124175918","25.060285","121.502173","福德南路71號(對面人行道)","Sanchong Dist.","Huanhe S. & Fude S. Rd.","No.71, Fude S. Rd., Sanchong Dist.","21","1"
"1385","文林國小(潭興街)","34","7","樹林區","20171124175931","24.998601","121.424892","潭興街65號(對面汽車停車格)","Shulin Dist.","Wenlin Elementary School( Tanxing St.)","No. 65, Tan Xing Street, Shulin Dist.","26","1"
"1386","林口老街","42","16","林口區","20171124175936","25.077153","121.393777","中正路115號(東側停車場)","Linkou Dist.","LOINKOU STREET","No. 115, Zhongzheng Rd., Linkou Dist.","26","1"
"1387","板橋果菜批發市場","40","16","板橋區","20171124175930","25.021153","121.450020","板城路/香社一路口","Banqiao Dist.","Banqiao Fruit and Vegetable Wholesale Market","Bancheng Rd./ Siangshe 1nd Rd.,Banqiao Dist.","24","1"
"1388","安和公園","34","9","新店區","20171124175916","24.974110","121.518853","安和路二段163號(東南側空地)","Xindian Dist.","Anhe Park","No.163, Sec. 2, Anhe Rd., Xindian Dist.","25","1"
"1389","東陽市民活動中心","32","19","樹林區","20171124175936","24.982192","121.412517","鎮前街467號(活動中心路側)","Shulin Dist.","Dongyang Civil Activity Center","No.467, Zhenqian St., Shulin Dist","12","1"
"1390","遠雄左岸","40","26","中和區","20171124175940","25.009850","121.487799","中原街90號(對面)","Zhonghe Dist.","Yuanxiong Left Bank","No.90, Zhongyuan 3rd St., Zhonghe Dist.","14","1"
"1391","瓦磘溝(福真里)","32","15","中和區","20171124175936","25.004294","121.494692","中山路二段312巷33弄27號","Zhonghe Dist.","Wayao Ditch (Fuzhen Village)","No.27, Aly. 33, Ln. 312, Sec. 2, Zhongshan Rd., Zhonghe Dist.","17","1"
"1392","中正路161巷口","36","5","中和區","20171124175924","24.992938","121.499333","中正路161巷26弄5號(對面空地)","Zhonghe Dist.","Ln.161,Zhongzheng & Zhongzheng Intersection","No.5, Aly. 26, Ln. 161, Zhongzheng Rd., Zhonghe Dist","31","1"
"1394","瑞峰橋","28","15","瑞芳區","20171124175937","25.107120","121.810410","三爪子坑路115號(對面汽車停車格)","Ruifang Dist.","Ruifeng Bridge","No.115, Sanzhuazikeng Rd.(opposite)","13","1"
"1395","民族二街明峰街口","30","17","汐止區","20171124175936","25.071049","121.635015","汐止區明峰街13號(右側路側)","Xizhi Dist.","Minzu 2nd & Mingfeng Intersection","No.13, Mingfeng St., Xizhi Dist.","13","1"
"1401","光復國小","38","14","板橋區","20171124175919","25.015064","121.481930","長壽街168號(對面人行道)","Banqiao Dist.","Kuangfu Elementary School","No.168, Changshou St., Banqiao Dist.","23","1"
"1402","世貿國家公園社區","30","9","汐止區","20171124175914","25.072887","121.658646","長江路101號(對面)","Xizhi Dist.","Shi Mao National Park Community","No.101, Changjiang St., Xizhi Dist.","21","1"
"1403","新店新和國小","42","14","新店區","20171124175936","24.984975","121.517682","安和路三段113號(對面人行道)","Xizhi Dist.","Hsin Tien Xinhe Elementary School","No.113, Sec. 3, Anhe Rd., Xindian Dist.","28","1"
"1404","立德青雲路口","36","20","土城區","20171124175917","24.988355","121.460675","立德路2號(對面)","Tucheng Dist.","Lide & Qingyun Intersection","No.2, Lide Rd., Tucheng Dist.","15","1"
"1405","新北市林口行政園區","42","17","林口區","20171124175941","25.070158","121.363632","忠孝二路55號","Linkou Dist.","New TaipeiCity Linkou Administrative Park","No.55, Zhongxiao 2nd Rd., Linkou Dist.","25","1"
"1406","工建樟樹一路口","36","16","汐止區","20171124175915","25.063062","121.641033","工建路50 號(對面路側)","Xizhi Dist.","Gongjian & Zhangshu 1st Intersection","No.50, Gongjian Rd., Xizhi Dist.","20","1"
"1407","中和青年社會住宅","32","11","中和區","20171124175942","24.991135","121.519329","景德街7號","Zhonghe Dist.","Zhonghe Youth Rental House","No.7, Ln. 127, Xiufeng St., Zhonghe Dist.","21","1"
"1408","蘆洲李宅古蹟","30","11","蘆洲區","20171124175933","25.084959","121.466551","中正路185巷68弄9號(對面人行道)","Luzhou Dist.","Luzhou Lee Family Historic Estate","No.9, Aly. 68, Ln. 185, Zhongzheng Rd., Luzhou Dist.","19","1"
"1409","捷運府中站(2號出口)","38","26","板橋區","20171124175920","25.009537","121.460148","府中路5號(後方人行道)","Banqiao Dist.","MRT Fuzhong Sta.(Exit.2)","No.5, Fuzhong Rd., Banqiao Dist.","12","1"
"1410","新莊勞工中心","32","5","新莊區","20171124175925","25.020332","121.433736","新樹路222號","Xinzhuang Dist.","Xinzhuang Labors Center","No.222, Xinshu Rd., Xinzhuang Dist.","26","1"
"1411","名利橋","32","15","永和區","20171124175941","25.007850","121.500986","仁愛路352巷96號(對面廣場)","Yonghe Dist.","Minli Bridge","No.96, Ln. 352, Ren’ai Rd., Yonghe Dist.","17","1"
"1412","捷運大坪林站(1號出口)","28","6","新店區","20171124175936","24.982755","121.541249","北新路三段129號(右側人行道)","Xindian Dist.","MRT DaPingLin Station(Exit. 1)","No.129, Sec. 3, Beixin Rd., Xindian Dist.","22","1"
"1413","福和國中停車場","48","14","永和區","20171124175924","25.005011","121.522665","永亨路99號(對向人行道)","Yonghe Dist.","Fuhe Junior High School Parking Lot","No.99, Yongheng Rd., Yonghe Dist.","31","1"
"1415","福美公園","40","6","新莊區","20171124175938","25.055033","121.461081","福美街/福美街62巷口(西北側人行道)","Xinzhuang Dist.","Fumei Park","Fumei St./Ln. 62, Fumei St., Xinzhuang Dist.","32","1"
"1416","輔仁大學附設醫院","40","1","新莊區","20171124175833","25.039272","121.431004","三泰路66號(對面人行道)","Xinzhuang Dist.","Fu Jen Catholic University Hospital","No.66, Santai Rd., Xinzhuang Dist.","38","1"
"1417","民視數位媒體總部","40","29","林口區","20171124175931","25.079876","121.379259","信義路99號(前廣場)","Linkou Dist.","FTV Digital Media Headquarter","No.99, Xinyi Rd., Linkou Dist.","11","1"
"1418","五股成州郵局","32","16","五股區","20171124175930","25.101774","121.451127","凌雲路一段80巷9號(對面人行道)","Wugu Dist.","Wugu Chengzhou Post Office","No.9, Ln. 80, Sec. 1, Lingyun Rd., Wugu Dist.","16","1"
"1424","光明市場","34","8","三重區","20171124175936","25.057335","121.491809","光明路67-1號(對面)","Sanchong Dist.","Guangming Market","No.67-1, Guangming Rd., Sanchong Dist.","26","1"
"1425","中興路二段100巷口","30","15","新店區","20171124175930","24.971355","121.547496","五峰路63巷/中興路二段100巷口(天橋旁)","Xindian Dist.","Ln. 100, Sec. 2, Zhongxing Rd.","Ln. 63, Wufeng Rd./Ln. 100, Sec. 2, Zhongxing Rd., Xindian Dist.","14","1"
"1426","福和橋","36","16","永和區","20171124175929","25.004536","121.527850","環河西路三段90號前","Yonghe Dist.","Fuhe Bridge","No.90, Sec. 3, Huanhe E. Rd., Yonghe Dist.","20","1"
"1427","土城國中","32","0","土城區","20171124175927","24.962443","121.430347","永寧路18號(對面)","Tucheng Dist.","Tucheng Junior High School","No.18, Yongning Rd., Tucheng Dist.","32","1"
"1428","安光公園","34","8","新店區","20171124175944","24.964233","121.514462","安民街安民街3巷15號(對面公園)","Xindian Dist.","Anguang Park","No.15, Ln. 3, Anmin St., Xindian Dist.","25","1"
"1440","華江一華江九路口","40","11","板橋區","20171124175942","25.032884","121.466442","華江一路/華江九路口(東南側人行道)","Banqiao Dist.","Huajiang 1st Rd. /9th Rd. Intersection","Huajiang 1st Rd./ Huajiang 9th Rd, Banciao Dist.","28","1"
